epoch,acc,loss,val_acc,val_loss
0,0.5151041746139526,0.6997233033180237,0.6000000238418579,0.6854056715965271
1,0.6057291626930237,0.6621572375297546,0.6625000238418579,0.6042482256889343
2,0.65625,0.628271758556366,0.6645833253860474,0.6080350875854492
3,0.6773437261581421,0.6011546850204468,0.6729166507720947,0.5997921228408813
4,0.69140625,0.5906243920326233,0.6729166507720947,0.6081100106239319
5,0.7015625238418579,0.5811864733695984,0.7229166626930237,0.546432614326477
6,0.7104166746139526,0.5680020451545715,0.7479166388511658,0.5171354413032532
7,0.7278645634651184,0.5456942915916443,0.7124999761581421,0.5517297983169556
8,0.7283853888511658,0.534061849117279,0.7541666626930237,0.5028333067893982
9,0.7367187738418579,0.5163096189498901,0.7416666746139526,0.5112448334693909
10,0.739062488079071,0.5147009491920471,0.7541666626930237,0.5473271608352661
11,0.764843761920929,0.49946630001068115,0.7708333134651184,0.47125768661499023
12,0.7690104246139526,0.481013685464859,0.7770833373069763,0.47954124212265015
13,0.7763020992279053,0.46841081976890564,0.800000011920929,0.46255338191986084
14,0.776562511920929,0.4716144800186157,0.7708333134651184,0.4639343321323395
15,0.7674478888511658,0.4786531329154968,0.793749988079071,0.4410296380519867
16,0.7864583134651184,0.4448925852775574,0.8229166865348816,0.40499740839004517
17,0.8036458492279053,0.42441779375076294,0.8125,0.4031696617603302
18,0.7997395992279053,0.4293617308139801,0.8166666626930237,0.40523454546928406
19,0.8075520992279053,0.4180905222892761,0.8333333134651184,0.37767887115478516
20,0.8265625238418579,0.3753586411476135,0.8229166865348816,0.3958277702331543
21,0.8145833611488342,0.41269177198410034,0.793749988079071,0.4510428309440613
22,0.8239583373069763,0.3841802179813385,0.8270833492279053,0.3829008638858795
23,0.8221353888511658,0.3851195275783539,0.8604166507720947,0.3459101617336273
24,0.8411458134651184,0.35417279601097107,0.8500000238418579,0.3125261664390564
25,0.8395833373069763,0.3570939302444458,0.8062499761581421,0.4324430227279663
26,0.8442708253860474,0.33969825506210327,0.84375,0.3262803852558136
27,0.8447916507720947,0.3479541540145874,0.8416666388511658,0.34309396147727966
28,0.8606770634651184,0.32778501510620117,0.8541666865348816,0.3365646004676819
29,0.8598958253860474,0.31408995389938354,0.8687499761581421,0.29200682044029236
30,0.8651041388511658,0.3138573467731476,0.8520833253860474,0.3082539737224579
31,0.8645833134651184,0.30144229531288147,0.856249988079071,0.3099188506603241
32,0.867968738079071,0.3047284185886383,0.8645833134651184,0.32523107528686523
33,0.8661458492279053,0.30782344937324524,0.8520833253860474,0.35004621744155884
34,0.8648437261581421,0.3079916536808014,0.8541666865348816,0.3349328637123108
35,0.8747395873069763,0.2873018980026245,0.8333333134651184,0.34818214178085327
36,0.8804687261581421,0.279129296541214,0.8687499761581421,0.32689332962036133
37,0.8822916746139526,0.27528294920921326,0.8687499761581421,0.32503587007522583
38,0.882031261920929,0.27340051531791687,0.862500011920929,0.33264049887657166
39,0.8822916746139526,0.2756885290145874,0.8729166388511658,0.3452848196029663
40,0.8903645873069763,0.2568163573741913,0.8479166626930237,0.35597407817840576
41,0.8960937261581421,0.25711357593536377,0.887499988079071,0.3143739700317383
42,0.8911458253860474,0.2554264962673187,0.8791666626930237,0.3000502288341522
43,0.8888021111488342,0.2552374601364136,0.8645833134651184,0.36448967456817627
44,0.9036458134651184,0.23529580235481262,0.8541666865348816,0.38225141167640686
45,0.9072916507720947,0.2261328250169754,0.8666666746139526,0.3573969602584839
46,0.897656261920929,0.24158044159412384,0.8708333373069763,0.3358721137046814
47,0.899218738079071,0.2387089878320694,0.8583333492279053,0.3433404862880707
48,0.9117187261581421,0.21377669274806976,0.8666666746139526,0.33866485953330994
49,0.9085937738418579,0.2177777886390686,0.8791666626930237,0.3579239845275879
